prediction,ground_truth,diff_ops,error_ngrams
Ma) 1834.,May 1834 .,"[('replace', 2, 3, 2, 3), ('insert', 8, 8, 8, 9)]","[(('ay', 'english-dominant'), 1)]"
when 'was atiol. And then 'acted as guide,when I was a kid . And then I acted as guide,"[('replace', 5, 6, 5, 7), ('replace', 11, 12, 12, 14), ('replace', 13, 15, 15, 17), ('replace', 26, 27, 28, 30)]","[(('ki', 'neutral'), 1), (('id', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
Frantie Varughan is too nice  chap to ring quite,Frankie Vaughan is too nice a chap to ring quite,"[('replace', 4, 5, 4, 5), ('delete', 10, 11, 10, 10), ('insert', 29, 29, 28, 29)]","[(('nk', 'german-dominant'), 1), (('ki', 'neutral'), 1), (('au', 'german-dominant'), 1), (('ug', 'neutral'), 1)]"
"von Nfü / hal no inasamce an, Manir,","you 'll find that no insurance companies ,","[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 10), ('insert', 3, 3, 11, 12), ('replace', 4, 10, 13, 14), ('replace', 12, 13, 16, 17), ('insert', 19, 19, 23, 26), ('replace', 20, 23, 27, 28), ('replace', 26, 31, 31, 35), ('replace', 34, 35, 38, 41)]","[(('yo', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('ll', 'neutral'), 1), (('fi', 'neutral'), 1), (('in', 'neutral'), 2), (('no', 'english-dominant'), 1), (('ns', 'neutral'), 1), (('ra', 'neutral'), 1), (('an', 'neutral'), 1), (('nc', 'english-dominant'), 1), (('ce', 'english-dominant'), 1), (('mp', 'neutral'), 1), (('pa', 'neutral'), 1)]"
"int branet it, feeling Phe sweat breaking und on the","and drained it , feeling the sweat breaking out on the","[('insert', 0, 0, 0, 7), ('delete', 2, 8, 9, 9), ('replace', 9, 10, 10, 11), ('insert', 13, 13, 14, 15), ('replace', 23, 24, 25, 26), ('insert', 42, 42, 44, 45), ('replace', 43, 45, 46, 47)]","[(('nd', 'neutral'), 1), (('dr', 'neutral'), 1), (('ra', 'neutral'), 1), (('ai', 'english-dominant'), 1), (('in', 'neutral'), 1), (('ne', 'neutral'), 1), (('ed', 'neutral'), 1), (('it', 'neutral'), 1), (('ng', 'neutral'), 2), (('ou', 'english-dominant'), 1)]"
ahilke dat,white stock .,"[('replace', 0, 1, 0, 1), ('replace', 3, 5, 3, 4), ('replace', 7, 9, 6, 7), ('insert', 10, 10, 8, 13)]","[(('wh', 'english-dominant'), 1), (('it', 'neutral'), 1), (('te', 'neutral'), 1), (('st', 'neutral'), 1), (('to', 'english-dominant'), 1), (('oc', 'neutral'), 1), (('ck', 'neutral'), 1)]"
"textwe, are sold at a very hish price. witk a","texture , are sold at a very high price . With a","[('replace', 4, 5, 4, 6), ('insert', 6, 6, 7, 8), ('replace', 29, 30, 31, 32), ('insert', 37, 37, 39, 40), ('replace', 39, 40, 42, 43), ('replace', 42, 43, 45, 46)]","[(('tu', 'neutral'), 1), (('ur', 'neutral'), 1), (('re', 'neutral'), 1), (('hi', 'english-dominant'), 1), (('ic', 'neutral'), 1)]"
o Janily allowances. The ribe in net Janily,no family allowances . The rise in net family,"[('insert', 0, 0, 0, 1), ('replace', 2, 3, 3, 4), ('replace', 4, 5, 5, 6), ('insert', 19, 19, 20, 21), ('replace', 27, 28, 29, 30), ('replace', 37, 38, 39, 40), ('replace', 39, 40, 41, 42)]","[(('fa', 'neutral'), 2), (('am', 'neutral'), 1), (('es', 'neutral'), 1), (('ri', 'neutral'), 1), (('et', 'neutral'), 1)]"
power im preventing Ale approaches of,power in preventing the approaches of,"[('replace', 7, 8, 7, 8), ('replace', 20, 22, 20, 22)]","[(('in', 'neutral'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1)]"
vionsly ta dengen 1 Au opead s1 muden,seriously the danger of the spread of nuclear,"[('replace', 0, 1, 0, 3), ('replace', 3, 4, 5, 6), ('replace', 9, 10, 11, 13), ('replace', 12, 13, 15, 16), ('replace', 16, 22, 19, 20), ('insert', 24, 24, 22, 29), ('insert', 25, 25, 30, 31), ('replace', 29, 31, 35, 37), ('replace', 32, 33, 38, 39), ('replace', 34, 35, 40, 42), ('replace', 36, 37, 43, 45)]","[(('se', 'neutral'), 1), (('ri', 'neutral'), 1), (('io', 'neutral'), 1), (('he', 'neutral'), 1), (('an', 'neutral'), 1), (('ng', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('er', 'neutral'), 1), (('of', 'english-dominant'), 2), (('th', 'english-dominant'), 1), (('sp', 'neutral'), 1), (('pr', 'neutral'), 1), (('re', 'neutral'), 1), (('ea', 'english-dominant'), 1), (('ad', 'english-dominant'), 1)]"
Shopr. But corporations have generaly,shops . But corporations have generally,"[('replace', 0, 1, 0, 1), ('replace', 4, 5, 4, 6), ('insert', 36, 36, 37, 38)]","[(('sh', 'english-dominant'), 1), (('ps', 'english-dominant'), 1), (('al', 'neutral'), 1)]"
Twey were neariung Modena. Ggeofrey famsed e radar scanmer,They were nearing Modena . Geoffrey focused the radar scanner,"[('replace', 1, 2, 1, 2), ('delete', 15, 16, 15, 15), ('insert', 25, 25, 24, 25), ('delete', 28, 29, 28, 28), ('insert', 31, 31, 30, 31), ('replace', 37, 39, 37, 40), ('insert', 43, 43, 44, 46), ('replace', 55, 56, 58, 59)]","[(('he', 'neutral'), 1), (('in', 'neutral'), 1), (('ng', 'neutral'), 1), (('eo', 'english-dominant'), 1), (('ff', 'neutral'), 1), (('fo', 'english-dominant'), 1), (('oc', 'neutral'), 1), (('cu', 'english-dominant'), 1), (('sc', 'german-dominant'), 1), (('ca', 'english-dominant'), 1)]"
Beople neu halhines abaut the wag Gain,people were talking about the way Gavin,"[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('replace', 9, 10, 9, 11), ('replace', 11, 12, 12, 13), ('replace', 14, 15, 15, 16), ('replace', 17, 19, 18, 19), ('replace', 22, 23, 22, 23), ('replace', 32, 33, 32, 33), ('insert', 36, 36, 36, 37)]","[(('pe', 'neutral'), 1), (('we', 'neutral'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1), (('al', 'neutral'), 1), (('lk', 'neutral'), 1), (('in', 'neutral'), 1), (('ng', 'neutral'), 1), (('bo', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('ay', 'english-dominant'), 1), (('av', 'english-dominant'), 1)]"
"Gou perverted 1ex - manial, you wouldnt","You perverted sex-maniac , you wouldn't","[('replace', 0, 1, 0, 1), ('replace', 14, 15, 14, 15), ('delete', 17, 18, 17, 17), ('delete', 19, 20, 18, 18), ('replace', 25, 26, 23, 25), ('insert', 38, 38, 37, 38)]","[(('se', 'neutral'), 1), (('ma', 'neutral'), 1), (('an', 'neutral'), 1)]"
 cupboard monm here Kas ben spelialy,tool cupboard shown here has been specially,"[('insert', 0, 0, 0, 4), ('replace', 10, 11, 14, 16), ('insert', 12, 12, 17, 18), ('delete', 13, 14, 19, 19), ('replace', 20, 21, 25, 26), ('insert', 25, 25, 30, 31), ('replace', 31, 32, 37, 38), ('insert', 35, 35, 41, 42)]","[(('oa', 'english-dominant'), 1), (('ar', 'neutral'), 1), (('rd', 'neutral'), 1), (('he', 'neutral'), 1), (('ee', 'neutral'), 1), (('en', 'german-dominant'), 1), (('sp', 'neutral'), 1)]"
"Blanche aud Jaok loft, Le wet vitl","Blanche and Jack left , he went with","[('replace', 9, 10, 9, 10), ('replace', 14, 15, 14, 15), ('replace', 18, 19, 18, 19), ('insert', 21, 21, 21, 22), ('replace', 23, 24, 24, 25), ('insert', 28, 28, 29, 30), ('replace', 30, 31, 32, 33), ('replace', 33, 34, 35, 36)]","[(('an', 'neutral'), 1), (('nd', 'neutral'), 1), (('ac', 'neutral'), 1), (('ck', 'neutral'), 1), (('le', 'neutral'), 1), (('ef', 'neutral'), 1), (('we', 'neutral'), 1), (('nt', 'neutral'), 1), (('wi', 'neutral'), 1), (('it', 'neutral'), 1)]"
Tis Can eitleer weau Hat both suqyas are,This can either mean that both sugyas are,"[('insert', 1, 1, 1, 2), ('replace', 4, 5, 5, 6), ('replace', 11, 13, 12, 13), ('replace', 16, 17, 16, 17), ('replace', 19, 20, 19, 20), ('replace', 21, 22, 21, 23), ('replace', 32, 33, 33, 34)]","[(('it', 'neutral'), 1), (('th', 'english-dominant'), 2), (('he', 'neutral'), 1), (('me', 'neutral'), 1), (('an', 'neutral'), 1), (('su', 'neutral'), 1), (('ug', 'neutral'), 1)]"
"ne Neapditan, Dr diuersoppe Nauro, unorm Ounafeney consulled in","the Neapolitan , Dr Giuseppe Mauro , whom Anglesey consulted in","[('replace', 0, 1, 0, 2), ('replace', 7, 8, 8, 10), ('insert', 12, 12, 14, 15), ('replace', 17, 18, 20, 21), ('insert', 20, 20, 23, 24), ('delete', 21, 24, 25, 25), ('replace', 28, 29, 29, 30), ('insert', 33, 33, 34, 35), ('replace', 35, 37, 37, 39), ('delete', 38, 39, 40, 40), ('replace', 41, 43, 42, 43), ('replace', 44, 46, 44, 46), ('replace', 47, 48, 47, 48), ('replace', 57, 58, 57, 58)]","[(('th', 'english-dominant'), 1), (('ap', 'english-dominant'), 1), (('po', 'neutral'), 1), (('ta', 'neutral'), 1), (('iu', 'neutral'), 1), (('us', 'neutral'), 1), (('se', 'neutral'), 2), (('ro', 'neutral'), 1), (('wh', 'english-dominant'), 1), (('ho', 'english-dominant'), 1), (('ng', 'neutral'), 1), (('gl', 'neutral'), 1), (('le', 'neutral'), 1), (('es', 'neutral'), 1), (('lt', 'neutral'), 1), (('te', 'neutral'), 1)]"
"voritten letters to He bereaued, had visited mang in the","written letters to the bereaved , had visited many in the","[('replace', 0, 2, 0, 1), ('replace', 20, 21, 19, 21), ('replace', 28, 29, 28, 29), ('insert', 31, 31, 31, 32), ('replace', 48, 49, 49, 50)]","[(('wr', 'english-dominant'), 1), (('ri', 'neutral'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('av', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('an', 'neutral'), 1), (('ny', 'english-dominant'), 1)]"
DECcAsen FeieUD TO zAUTE..... 'F TDELAwNIV,DECEASED FRIEND TO ZANTE ... . . ' IF TRELAWNY,"[('replace', 3, 4, 3, 4), ('replace', 5, 8, 5, 8), ('replace', 10, 14, 10, 14), ('replace', 19, 20, 19, 20), ('replace', 21, 22, 21, 22), ('replace', 24, 26, 24, 25), ('insert', 30, 30, 29, 33), ('insert', 31, 31, 34, 36), ('replace', 34, 35, 39, 40), ('replace', 38, 39, 43, 44), ('replace', 40, 42, 45, 46)]",[]
Der auag ipatienty.,her away impatiently .,"[('replace', 0, 1, 0, 1), ('replace', 5, 6, 5, 6), ('replace', 7, 8, 7, 8), ('insert', 10, 10, 10, 11), ('insert', 17, 17, 18, 19), ('insert', 18, 18, 20, 21)]","[(('he', 'neutral'), 1), (('aw', 'english-dominant'), 1), (('wa', 'neutral'), 1), (('ay', 'english-dominant'), 1), (('im', 'neutral'), 1), (('nt', 'neutral'), 1), (('tl', 'neutral'), 1)]"
pur donn a vesomution au the snejedn,put down a resolution on the subject,"[('replace', 2, 3, 2, 3), ('replace', 6, 7, 6, 7), ('replace', 11, 12, 11, 12), ('replace', 15, 16, 15, 16), ('replace', 22, 24, 22, 24), ('replace', 30, 32, 30, 32), ('replace', 34, 36, 34, 36)]","[(('ut', 'neutral'), 1), (('ow', 'english-dominant'), 1), (('wn', 'english-dominant'), 1), (('re', 'neutral'), 1), (('ol', 'neutral'), 1), (('lu', 'neutral'), 1), (('on', 'neutral'), 1), (('su', 'neutral'), 1), (('ub', 'neutral'), 1), (('bj', 'neutral'), 1), (('ec', 'english-dominant'), 1), (('ct', 'english-dominant'), 1)]"
They considered flowers as Porming a very,They considered flowers as forming a very,"[('replace', 27, 28, 27, 28)]","[(('fo', 'english-dominant'), 1)]"
"negotiations iitn ihnt Roys representative,","negotiations with Sir Roy's representative ,","[('replace', 13, 14, 13, 14), ('replace', 16, 17, 16, 17), ('insert', 18, 18, 18, 19), ('replace', 19, 22, 20, 21), ('insert', 26, 26, 25, 26), ('insert', 42, 42, 42, 43)]","[(('wi', 'neutral'), 1), (('th', 'english-dominant'), 1), (('ir', 'neutral'), 1)]"
Because then veet Hhe Passower and they were,"Because , they kept the Passover and they were","[('insert', 8, 8, 8, 10), ('replace', 11, 12, 13, 14), ('replace', 13, 14, 15, 16), ('replace', 15, 16, 17, 18), ('replace', 18, 19, 20, 21), ('replace', 27, 28, 29, 30)]","[(('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('ey', 'english-dominant'), 1), (('ke', 'neutral'), 1), (('pt', 'neutral'), 1), (('ss', 'neutral'), 1), (('so', 'neutral'), 1)]"
2 find tuat the type ot vowioCk. weuse in Canocda,I find that the type of rowlock we use in Canada,"[('replace', 0, 1, 0, 1), ('replace', 8, 9, 8, 9), ('replace', 22, 23, 22, 23), ('replace', 24, 25, 24, 25), ('replace', 27, 28, 27, 28), ('replace', 29, 30, 29, 30), ('delete', 31, 32, 31, 31), ('insert', 35, 35, 34, 35), ('replace', 45, 47, 45, 46)]","[(('th', 'english-dominant'), 1), (('ha', 'neutral'), 1), (('of', 'english-dominant'), 1), (('ro', 'neutral'), 1), (('wl', 'english-dominant'), 1), (('lo', 'english-dominant'), 1), (('oc', 'neutral'), 1), (('ck', 'neutral'), 1), (('na', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('da', 'neutral'), 1)]"
and t course mith löwer tax reliet and,and of course with lower tax reliefs and,"[('replace', 4, 5, 4, 6), ('replace', 13, 14, 14, 15), ('replace', 19, 20, 20, 21), ('replace', 33, 34, 34, 36)]","[(('of', 'english-dominant'), 1), (('lo', 'english-dominant'), 1), (('ie', 'german-dominant'), 1), (('ef', 'neutral'), 1)]"
"would make /ove to Athe Franch gir/ ou the scwds,","would make love to the French girl on the sands ,","[('replace', 11, 12, 11, 12), ('delete', 19, 20, 19, 19), ('replace', 26, 27, 25, 26), ('replace', 34, 35, 33, 34), ('replace', 37, 38, 36, 37), ('replace', 44, 46, 43, 45), ('insert', 48, 48, 47, 48)]","[(('lo', 'english-dominant'), 1), (('th', 'english-dominant'), 1), (('en', 'german-dominant'), 1), (('nc', 'english-dominant'), 1), (('an', 'neutral'), 1), (('nd', 'neutral'), 1), (('ds', 'neutral'), 1)]"
good-sized windoue. H was a vng time,good-sized windows . It was a long time,"[('replace', 16, 18, 16, 19), ('replace', 20, 21, 21, 23), ('replace', 28, 29, 30, 32)]","[(('ow', 'english-dominant'), 1), (('ws', 'english-dominant'), 1)]"
Nr. Prwon Stonehoseee procdction is,Mr. Bryan Stonehouse's production is,"[('replace', 0, 1, 0, 1), ('replace', 4, 5, 4, 5), ('replace', 6, 8, 6, 8), ('insert', 17, 17, 17, 18), ('replace', 19, 21, 20, 22), ('delete', 25, 26, 26, 26), ('insert', 27, 27, 27, 28)]","[(('ry', 'english-dominant'), 1), (('ya', 'english-dominant'), 1), (('an', 'neutral'), 1), (('ou', 'english-dominant'), 1), (('se', 'neutral'), 1), (('ro', 'neutral'), 1), (('od', 'neutral'), 1), (('du', 'neutral'), 1)]"
Ja knau ahbeuer it war migkt kaue bnaun  the,"You know , whoever it was might have known of the","[('replace', 0, 2, 0, 3), ('replace', 5, 7, 6, 8), ('replace', 8, 9, 9, 12), ('replace', 10, 11, 13, 14), ('replace', 12, 13, 15, 16), ('replace', 21, 22, 24, 25), ('replace', 26, 27, 29, 30), ('replace', 29, 30, 32, 33), ('replace', 31, 32, 34, 35), ('replace', 34, 35, 37, 38), ('replace', 36, 38, 39, 41), ('insert', 40, 40, 43, 45)]","[(('ou', 'english-dominant'), 1), (('kn', 'english-dominant'), 2), (('no', 'english-dominant'), 1), (('ow', 'english-dominant'), 2), (('wh', 'english-dominant'), 1), (('ho', 'english-dominant'), 1), (('mi', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('ht', 'neutral'), 1), (('av', 'english-dominant'), 1), (('ve', 'neutral'), 1)]"
Note circulation soaned for the,Note circulation soared for the,"[('replace', 20, 21, 20, 21)]","[(('ar', 'neutral'), 1), (('re', 'neutral'), 1)]"
wo deal wWich ihe mass sie-deonn rally planned,to deal with the mass sit-down rally planned,"[('replace', 0, 1, 0, 1), ('delete', 9, 10, 9, 9), ('replace', 11, 12, 10, 11), ('replace', 14, 15, 13, 14), ('replace', 25, 26, 24, 25), ('delete', 28, 29, 27, 27), ('replace', 30, 31, 28, 29)]","[(('to', 'english-dominant'), 1), (('wi', 'neutral'), 1), (('it', 'neutral'), 1), (('th', 'english-dominant'), 2), (('he', 'neutral'), 1), (('ow', 'english-dominant'), 1), (('wn', 'english-dominant'), 1)]"
Comtrys Listung die dd-Jaclioned virtue o) Krigt,country's history the old-fashioned virtue of thrift,"[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 4), ('insert', 6, 6, 7, 8), ('replace', 8, 9, 10, 11), ('replace', 12, 15, 14, 17), ('replace', 16, 18, 18, 20), ('replace', 20, 21, 22, 24), ('replace', 23, 24, 26, 27), ('replace', 25, 27, 28, 30), ('replace', 41, 42, 44, 45), ('replace', 43, 44, 46, 48), ('replace', 46, 47, 50, 51)]","[(('co', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('un', 'german-dominant'), 1), (('ry', 'english-dominant'), 2), (('is', 'neutral'), 1), (('st', 'neutral'), 1), (('to', 'english-dominant'), 1), (('or', 'neutral'), 1), (('he', 'neutral'), 1), (('ol', 'neutral'), 1), (('ld', 'neutral'), 1), (('fa', 'neutral'), 1), (('ue', 'neutral'), 1), (('of', 'english-dominant'), 1), (('th', 'english-dominant'), 1)]"
bäker in the House in tkose early,baker in the House in those early,"[('replace', 1, 2, 1, 2), ('replace', 23, 24, 23, 24)]","[(('ba', 'neutral'), 1), (('ak', 'neutral'), 1), (('th', 'english-dominant'), 1), (('ho', 'english-dominant'), 1)]"
wark in tue line of tue taper,mark in the line of the taper,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10), ('replace', 21, 22, 21, 22)]","[(('ma', 'neutral'), 1), (('th', 'english-dominant'), 2), (('he', 'neutral'), 2)]"
theve is only asingle 9unwale onitkeoutside.,there is only a single gunwale on the outside .,"[('replace', 3, 4, 3, 4), ('insert', 15, 15, 15, 16), ('replace', 22, 23, 23, 24), ('replace', 32, 33, 33, 34), ('replace', 34, 35, 35, 36), ('insert', 36, 36, 37, 38), ('insert', 43, 43, 45, 46)]","[(('er', 'neutral'), 1), (('re', 'neutral'), 1), (('on', 'neutral'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('id', 'neutral'), 1)]"
elextion. The rally comes at a time,election . The rally comes at a time,"[('replace', 3, 4, 3, 4), ('insert', 8, 8, 8, 9)]","[(('ec', 'english-dominant'), 1), (('ct', 'english-dominant'), 1)]"
by bragging how he had ance won a troick from,by bragging how he had once won a trick from,"[('replace', 23, 24, 23, 24), ('delete', 36, 37, 36, 36)]","[(('on', 'neutral'), 1), (('ri', 'neutral'), 1), (('ic', 'neutral'), 1)]"
beckoning at he corners of the roads.,beckoning at the corners of the roads .,"[('insert', 13, 13, 13, 14), ('insert', 36, 36, 37, 38)]","[(('ds', 'neutral'), 1)]"
"Jhis lot do hab e Shemeh millionale 2 300,000","This plot to rob a French millionaire of 300,000","[('replace', 0, 1, 0, 1), ('insert', 5, 5, 5, 6), ('replace', 9, 10, 10, 11), ('replace', 12, 14, 13, 15), ('insert', 16, 16, 17, 21), ('replace', 17, 23, 22, 24), ('replace', 33, 34, 34, 36), ('replace', 36, 37, 38, 40)]","[(('ro', 'neutral'), 1), (('re', 'neutral'), 2), (('en', 'german-dominant'), 1), (('nc', 'english-dominant'), 1), (('na', 'neutral'), 1), (('ai', 'english-dominant'), 1)]"
red bidiy. The sre now Foced with faur other by -,fared badly . They are now faced with four other by-,"[('insert', 0, 0, 0, 2), ('replace', 5, 6, 7, 8), ('replace', 7, 8, 9, 10), ('insert', 9, 9, 11, 12), ('insert', 14, 14, 17, 18), ('replace', 15, 16, 19, 20), ('replace', 23, 25, 27, 29), ('replace', 35, 36, 39, 40), ('delete', 47, 48, 51, 51)]","[(('ba', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('dl', 'neutral'), 1), (('he', 'neutral'), 1), (('no', 'english-dominant'), 1), (('ow', 'english-dominant'), 1), (('it', 'neutral'), 1), (('th', 'english-dominant'), 1), (('er', 'neutral'), 1)]"
"What about it, my sweet? Well,"" she langhed",""" What about it , my sweet ? "" "" Well , "" she laughed","[('insert', 0, 0, 0, 2), ('insert', 13, 13, 15, 16), ('insert', 23, 23, 26, 27), ('insert', 24, 24, 28, 32), ('insert', 29, 29, 37, 38), ('insert', 30, 30, 39, 40), ('replace', 38, 39, 48, 49)]","[(('we', 'neutral'), 1), (('ee', 'neutral'), 1)]"
him oft gesterdag. Vhale de war in Maples,him off yesterday . ' While he was in Naples,"[('replace', 6, 7, 6, 7), ('replace', 8, 9, 8, 9), ('replace', 16, 17, 16, 18), ('replace', 19, 20, 20, 23), ('replace', 21, 22, 24, 25), ('replace', 25, 26, 28, 29), ('replace', 30, 31, 33, 34), ('replace', 35, 36, 38, 39)]","[(('ff', 'neutral'), 1), (('ye', 'english-dominant'), 1), (('ay', 'english-dominant'), 1), (('il', 'neutral'), 1), (('le', 'neutral'), 1), (('in', 'neutral'), 1)]"
where a man cauld eabify hide uP and change themoney,where a man could easily hide up and change the money,"[('replace', 13, 14, 13, 14), ('replace', 20, 21, 20, 21), ('replace', 22, 23, 22, 23), ('replace', 31, 32, 31, 32), ('insert', 47, 47, 47, 48)]","[(('co', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('as', 'neutral'), 1), (('si', 'neutral'), 1), (('il', 'neutral'), 1), (('ly', 'english-dominant'), 1), (('up', 'neutral'), 1)]"
yen 1 die Spechators were lard wbl.,eyes of the spectators were hard with,"[('insert', 0, 0, 0, 1), ('replace', 2, 3, 3, 4), ('replace', 4, 5, 5, 7), ('replace', 6, 8, 8, 10), ('replace', 10, 11, 12, 13), ('replace', 14, 15, 16, 17), ('replace', 26, 27, 28, 29), ('replace', 32, 35, 34, 37)]","[(('ye', 'english-dominant'), 1), (('es', 'neutral'), 1), (('of', 'english-dominant'), 1), (('he', 'neutral'), 1), (('pe', 'neutral'), 1), (('ec', 'english-dominant'), 1), (('re', 'neutral'), 1), (('wi', 'neutral'), 1), (('it', 'neutral'), 1)]"
zepain The damage They have dome. UHO can gzaw The,repair the damage they have done . WHO can grow the,"[('replace', 0, 1, 0, 1), ('replace', 5, 6, 5, 6), ('replace', 7, 8, 7, 8), ('replace', 18, 19, 18, 19), ('replace', 30, 31, 30, 31), ('insert', 32, 32, 32, 33), ('replace', 34, 35, 35, 36), ('replace', 43, 45, 44, 46), ('replace', 47, 48, 48, 49)]","[(('re', 'neutral'), 1), (('ir', 'neutral'), 1), (('th', 'english-dominant'), 2), (('on', 'neutral'), 1), (('ne', 'neutral'), 1), (('gr', 'neutral'), 1), (('ro', 'neutral'), 1)]"
unpaletalle majoriy deision an binding onte,unpalatable majority decisions as binding on the,"[('replace', 5, 6, 5, 6), ('replace', 8, 9, 8, 9), ('insert', 18, 18, 18, 19), ('insert', 22, 22, 23, 24), ('insert', 27, 27, 29, 30), ('replace', 29, 30, 32, 33), ('insert', 41, 41, 44, 45), ('insert', 42, 42, 46, 47)]","[(('la', 'neutral'), 1), (('at', 'neutral'), 1), (('ab', 'neutral'), 1), (('bl', 'neutral'), 1), (('it', 'neutral'), 1), (('de', 'german-dominant'), 1), (('io', 'neutral'), 1), (('ns', 'neutral'), 1)]"
"Leavers will Se lobing for jals, thae aill Se","leavers will be looking for jobs , there will be","[('replace', 0, 1, 0, 1), ('replace', 13, 14, 13, 14), ('replace', 18, 19, 18, 20), ('replace', 28, 30, 29, 31), ('insert', 31, 31, 32, 33), ('replace', 35, 36, 37, 39), ('replace', 38, 39, 41, 42), ('replace', 43, 44, 46, 47)]","[(('le', 'neutral'), 1), (('be', 'neutral'), 1), (('oo', 'english-dominant'), 1), (('ok', 'neutral'), 1), (('jo', 'english-dominant'), 1), (('ob', 'neutral'), 1), (('bs', 'german-dominant'), 1), (('th', 'english-dominant'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1), (('il', 'neutral'), 1), (('ll', 'neutral'), 1)]"
hein deded to bathe and dress for a vather early,then decided to bathe and dress for a rather early,"[('insert', 0, 0, 0, 1), ('delete', 2, 3, 3, 3), ('insert', 7, 7, 7, 9), ('replace', 36, 37, 38, 39)]","[(('he', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ec', 'english-dominant'), 1)]"
 fellkd dlass und lockud wer Ahe vim at Was,refilled glass and looked over the rim at his,"[('replace', 0, 1, 0, 2), ('replace', 2, 3, 3, 4), ('replace', 5, 6, 6, 7), ('replace', 8, 9, 9, 10), ('replace', 14, 15, 15, 16), ('replace', 20, 21, 21, 22), ('replace', 22, 23, 23, 24), ('replace', 25, 26, 26, 28), ('replace', 29, 30, 31, 32), ('replace', 33, 34, 35, 36), ('replace', 40, 42, 42, 44)]","[(('re', 'neutral'), 1), (('ef', 'neutral'), 1), (('fi', 'neutral'), 1), (('ll', 'neutral'), 1), (('le', 'neutral'), 1), (('lo', 'english-dominant'), 1), (('oo', 'english-dominant'), 1), (('ok', 'neutral'), 1), (('ke', 'neutral'), 1), (('er', 'neutral'), 1), (('he', 'neutral'), 1), (('at', 'neutral'), 1)]"
"had been built in the time og the Caesars, but with the","had been built in the time of the Caesars , but with the","[('replace', 28, 29, 28, 29), ('insert', 41, 41, 41, 42)]","[(('of', 'english-dominant'), 1)]"
Faut and Lbasted tuo shots at the,"taut , and blasted two shots at the","[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 6), ('delete', 9, 10, 11, 11), ('insert', 11, 11, 12, 13), ('replace', 18, 19, 20, 21)]","[(('ta', 'neutral'), 1), (('nd', 'neutral'), 1)]"
tis not a Matter ofwe greatest imporftence,it is not a matter of the greatest importance,"[('insert', 0, 0, 0, 1), ('insert', 1, 1, 2, 3), ('replace', 10, 11, 12, 13), ('replace', 19, 20, 21, 24), ('delete', 36, 37, 40, 40), ('replace', 38, 39, 41, 42)]","[(('it', 'neutral'), 1), (('of', 'english-dominant'), 1), (('im', 'neutral'), 1), (('mp', 'neutral'), 1), (('po', 'neutral'), 1), (('or', 'neutral'), 1)]"
reminded the hartile Gorernment bencher that wan,reminded the hostile Government benches that was,"[('replace', 14, 16, 14, 16), ('replace', 23, 24, 23, 24), ('replace', 38, 39, 38, 39), ('replace', 47, 48, 47, 48)]","[(('ho', 'english-dominant'), 1), (('os', 'neutral'), 1), (('st', 'neutral'), 1), (('ov', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('es', 'neutral'), 1), (('as', 'neutral'), 1)]"
Burdeft described to Anglesey a year or two,Burdett described to Anglesey a year or two,"[('replace', 5, 6, 5, 6)]","[(('et', 'neutral'), 1), (('tt', 'neutral'), 1)]"
