prediction,ground_truth,diff_ops,error_ngrams
2 find tuat the type ot vowioCk. weuse in Canocda,I find that the type of rowlock we use in Canada,"[('replace', 0, 1, 0, 1), ('replace', 8, 9, 8, 9), ('replace', 22, 23, 22, 23), ('replace', 24, 25, 24, 25), ('replace', 27, 28, 27, 28), ('replace', 29, 30, 29, 30), ('delete', 31, 32, 31, 31), ('insert', 35, 35, 34, 35), ('replace', 45, 47, 45, 46)]","[(('tha', 'english-dominant'), 1), (('hat', 'english-dominant'), 1), (('row', 'english-dominant'), 1), (('owl', 'english-dominant'), 1), (('wlo', 'english-dominant'), 1), (('loc', 'neutral'), 2), (('ock', 'neutral'), 1), (('ana', 'neutral'), 1), (('nad', 'neutral'), 1), (('ada', 'english-dominant'), 1)]"
and t course mith löwer tax reliet and,and of course with lower tax reliefs and,"[('replace', 4, 5, 4, 6), ('replace', 13, 14, 14, 15), ('replace', 19, 20, 20, 21), ('replace', 33, 34, 34, 36)]","[(('low', 'english-dominant'), 1), (('lie', 'neutral'), 1), (('ief', 'neutral'), 1), (('efs', 'english-dominant'), 1)]"
"would make /ove to Athe Franch gir/ ou the scwds,","would make love to the French girl on the sands ,","[('replace', 11, 12, 11, 12), ('delete', 19, 20, 19, 19), ('replace', 26, 27, 25, 26), ('replace', 34, 35, 33, 34), ('replace', 37, 38, 36, 37), ('replace', 44, 46, 43, 45), ('insert', 48, 48, 47, 48)]","[(('lov', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('ren', 'german-dominant'), 1), (('enc', 'english-dominant'), 1), (('nch', 'neutral'), 1), (('san', 'english-dominant'), 1), (('and', 'neutral'), 1), (('nds', 'neutral'), 1)]"
good-sized windoue. H was a vng time,good-sized windows . It was a long time,"[('replace', 16, 18, 16, 19), ('replace', 20, 21, 21, 23), ('replace', 28, 29, 30, 32)]","[(('dow', 'english-dominant'), 1), (('ows', 'english-dominant'), 1)]"
Nr. Prwon Stonehoseee procdction is,Mr. Bryan Stonehouse's production is,"[('replace', 0, 1, 0, 1), ('replace', 4, 5, 4, 5), ('replace', 6, 8, 6, 8), ('insert', 17, 17, 17, 18), ('replace', 19, 21, 20, 22), ('delete', 25, 26, 26, 26), ('insert', 27, 27, 27, 28)]","[(('rya', 'english-dominant'), 1), (('yan', 'english-dominant'), 1), (('hou', 'english-dominant'), 1), (('ous', 'english-dominant'), 1), (('use', 'english-dominant'), 1), (('pro', 'neutral'), 1), (('rod', 'neutral'), 1), (('odu', 'neutral'), 2), (('duc', 'english-dominant'), 1)]"
Ja knau ahbeuer it war migkt kaue bnaun  the,"You know , whoever it was might have known of the","[('replace', 0, 2, 0, 3), ('replace', 5, 7, 6, 8), ('replace', 8, 9, 9, 12), ('replace', 10, 11, 13, 14), ('replace', 12, 13, 15, 16), ('replace', 21, 22, 24, 25), ('replace', 26, 27, 29, 30), ('replace', 29, 30, 32, 33), ('replace', 31, 32, 34, 35), ('replace', 34, 35, 37, 38), ('replace', 36, 38, 39, 41), ('insert', 40, 40, 43, 45)]","[(('kno', 'english-dominant'), 2), (('now', 'english-dominant'), 2), (('who', 'english-dominant'), 1), (('hoe', 'english-dominant'), 1), (('mig', 'english-dominant'), 1), (('igh', 'english-dominant'), 1), (('ght', 'english-dominant'), 1), (('hav', 'english-dominant'), 1), (('ave', 'english-dominant'), 1), (('own', 'english-dominant'), 1)]"
Note circulation soaned for the,Note circulation soared for the,"[('replace', 20, 21, 20, 21)]","[(('oar', 'english-dominant'), 1), (('are', 'english-dominant'), 1), (('red', 'english-dominant'), 1)]"
wo deal wWich ihe mass sie-deonn rally planned,to deal with the mass sit-down rally planned,"[('replace', 0, 1, 0, 1), ('delete', 9, 10, 9, 9), ('replace', 11, 12, 10, 11), ('replace', 14, 15, 13, 14), ('replace', 25, 26, 24, 25), ('delete', 28, 29, 27, 27), ('replace', 30, 31, 28, 29)]","[(('wit', 'english-dominant'), 1), (('ith', 'english-dominant'), 2), (('the', 'english-dominant'), 1), (('dow', 'english-dominant'), 1), (('own', 'english-dominant'), 1)]"
Comtrys Listung die dd-Jaclioned virtue o) Krigt,country's history the old-fashioned virtue of thrift,"[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 4), ('insert', 6, 6, 7, 8), ('replace', 8, 9, 10, 11), ('replace', 12, 15, 14, 17), ('replace', 16, 18, 18, 20), ('replace', 20, 21, 22, 24), ('replace', 23, 24, 26, 27), ('replace', 25, 27, 28, 30), ('replace', 41, 42, 44, 45), ('replace', 43, 44, 46, 48), ('replace', 46, 47, 50, 51)]","[(('cou', 'english-dominant'), 2), (('oun', 'english-dominant'), 1), (('unt', 'neutral'), 1), (('try', 'english-dominant'), 1), (('his', 'english-dominant'), 1), (('ist', 'neutral'), 1), (('sto', 'english-dominant'), 1), (('tor', 'neutral'), 1), (('ory', 'english-dominant'), 2), (('the', 'english-dominant'), 1), (('old', 'english-dominant'), 1), (('fas', 'neutral'), 1), (('tue', 'neutral'), 1), (('thr', 'english-dominant'), 1)]"
bäker in the House in tkose early,baker in the House in those early,"[('replace', 1, 2, 1, 2), ('replace', 23, 24, 23, 24)]","[(('bak', 'neutral'), 1), (('ake', 'english-dominant'), 1), (('tho', 'english-dominant'), 1), (('hos', 'english-dominant'), 1)]"
wark in tue line of tue taper,mark in the line of the taper,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10), ('replace', 21, 22, 21, 22)]","[(('mar', 'neutral'), 1), (('the', 'english-dominant'), 2)]"
theve is only asingle 9unwale onitkeoutside.,there is only a single gunwale on the outside .,"[('replace', 3, 4, 3, 4), ('insert', 15, 15, 15, 16), ('replace', 22, 23, 23, 24), ('replace', 32, 33, 33, 34), ('replace', 34, 35, 35, 36), ('insert', 36, 36, 37, 38), ('insert', 43, 43, 45, 46)]","[(('her', 'neutral'), 1), (('ere', 'neutral'), 1), (('the', 'english-dominant'), 2), (('sid', 'english-dominant'), 1), (('ide', 'neutral'), 1)]"
elextion. The rally comes at a time,election . The rally comes at a time,"[('replace', 3, 4, 3, 4), ('insert', 8, 8, 8, 9)]","[(('lec', 'neutral'), 1), (('ect', 'english-dominant'), 1), (('cti', 'english-dominant'), 1)]"
by bragging how he had ance won a troick from,by bragging how he had once won a trick from,"[('replace', 23, 24, 23, 24), ('delete', 36, 37, 36, 36)]","[(('onc', 'english-dominant'), 1), (('tri', 'neutral'), 1), (('ric', 'neutral'), 1), (('ick', 'neutral'), 1)]"
beckoning at he corners of the roads.,beckoning at the corners of the roads .,"[('insert', 13, 13, 13, 14), ('insert', 36, 36, 37, 38)]","[(('ads', 'english-dominant'), 1)]"
"Jhis lot do hab e Shemeh millionale 2 300,000","This plot to rob a French millionaire of 300,000","[('replace', 0, 1, 0, 1), ('insert', 5, 5, 5, 6), ('replace', 9, 10, 10, 11), ('replace', 12, 14, 13, 15), ('insert', 16, 16, 17, 21), ('replace', 17, 23, 22, 24), ('replace', 33, 34, 34, 36), ('replace', 36, 37, 38, 40)]","[(('rob', 'neutral'), 1), (('ren', 'german-dominant'), 1), (('enc', 'english-dominant'), 1), (('nch', 'neutral'), 1), (('ona', 'neutral'), 1), (('nai', 'neutral'), 1), (('air', 'english-dominant'), 1), (('ire', 'english-dominant'), 1)]"
red bidiy. The sre now Foced with faur other by -,fared badly . They are now faced with four other by-,"[('insert', 0, 0, 0, 2), ('replace', 5, 6, 7, 8), ('replace', 7, 8, 9, 10), ('insert', 9, 9, 11, 12), ('insert', 14, 14, 17, 18), ('replace', 15, 16, 19, 20), ('replace', 23, 25, 27, 29), ('replace', 35, 36, 39, 40), ('delete', 47, 48, 51, 51)]","[(('bad', 'english-dominant'), 1), (('adl', 'english-dominant'), 2), (('dly', 'english-dominant'), 1), (('hey', 'english-dominant'), 1), (('now', 'english-dominant'), 1), (('wit', 'english-dominant'), 1), (('ith', 'english-dominant'), 1), (('her', 'neutral'), 1)]"
"What about it, my sweet? Well,"" she langhed",""" What about it , my sweet ? "" "" Well , "" she laughed","[('insert', 0, 0, 0, 2), ('insert', 13, 13, 15, 16), ('insert', 23, 23, 26, 27), ('insert', 24, 24, 28, 32), ('insert', 29, 29, 37, 38), ('insert', 30, 30, 39, 40), ('replace', 38, 39, 48, 49)]","[(('swe', 'neutral'), 1), (('wee', 'english-dominant'), 2), (('eet', 'english-dominant'), 1)]"
him oft gesterdag. Vhale de war in Maples,him off yesterday . ' While he was in Naples,"[('replace', 6, 7, 6, 7), ('replace', 8, 9, 8, 9), ('replace', 16, 17, 16, 18), ('replace', 19, 20, 20, 23), ('replace', 21, 22, 24, 25), ('replace', 25, 26, 28, 29), ('replace', 30, 31, 33, 34), ('replace', 35, 36, 38, 39)]","[(('off', 'neutral'), 1), (('yes', 'english-dominant'), 1), (('day', 'english-dominant'), 1), (('hil', 'english-dominant'), 1), (('ile', 'neutral'), 1)]"
where a man cauld eabify hide uP and change themoney,where a man could easily hide up and change the money,"[('replace', 13, 14, 13, 14), ('replace', 20, 21, 20, 21), ('replace', 22, 23, 22, 23), ('replace', 31, 32, 31, 32), ('insert', 47, 47, 47, 48)]","[(('cou', 'english-dominant'), 1), (('oul', 'english-dominant'), 1), (('eas', 'english-dominant'), 1), (('asi', 'neutral'), 1), (('sil', 'english-dominant'), 2), (('ily', 'english-dominant'), 1)]"
yen 1 die Spechators were lard wbl.,eyes of the spectators were hard with,"[('insert', 0, 0, 0, 1), ('replace', 2, 3, 3, 4), ('replace', 4, 5, 5, 7), ('replace', 6, 8, 8, 10), ('replace', 10, 11, 12, 13), ('replace', 14, 15, 16, 17), ('replace', 26, 27, 28, 29), ('replace', 32, 35, 34, 37)]","[(('eye', 'english-dominant'), 1), (('yes', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('spe', 'neutral'), 1), (('pec', 'english-dominant'), 1), (('ect', 'english-dominant'), 1), (('ere', 'neutral'), 1), (('wit', 'english-dominant'), 1), (('ith', 'english-dominant'), 1)]"
zepain The damage They have dome. UHO can gzaw The,repair the damage they have done . WHO can grow the,"[('replace', 0, 1, 0, 1), ('replace', 5, 6, 5, 6), ('replace', 7, 8, 7, 8), ('replace', 18, 19, 18, 19), ('replace', 30, 31, 30, 31), ('insert', 32, 32, 32, 33), ('replace', 34, 35, 35, 36), ('replace', 43, 45, 44, 46), ('replace', 47, 48, 48, 49)]","[(('rep', 'english-dominant'), 1), (('air', 'english-dominant'), 1), (('the', 'english-dominant'), 2), (('don', 'english-dominant'), 1), (('one', 'neutral'), 1), (('gro', 'neutral'), 1), (('row', 'english-dominant'), 1)]"
unpaletalle majoriy deision an binding onte,unpalatable majority decisions as binding on the,"[('replace', 5, 6, 5, 6), ('replace', 8, 9, 8, 9), ('insert', 18, 18, 18, 19), ('insert', 22, 22, 23, 24), ('insert', 27, 27, 29, 30), ('replace', 29, 30, 32, 33), ('insert', 41, 41, 44, 45), ('insert', 42, 42, 46, 47)]","[(('ala', 'english-dominant'), 1), (('lat', 'neutral'), 1), (('ata', 'english-dominant'), 1), (('tab', 'neutral'), 1), (('abl', 'neutral'), 1), (('ble', 'neutral'), 1), (('rit', 'neutral'), 1), (('ity', 'english-dominant'), 1), (('dec', 'neutral'), 1), (('sio', 'neutral'), 1), (('ion', 'neutral'), 1), (('ons', 'neutral'), 1)]"
"Leavers will Se lobing for jals, thae aill Se","leavers will be looking for jobs , there will be","[('replace', 0, 1, 0, 1), ('replace', 13, 14, 13, 14), ('replace', 18, 19, 18, 20), ('replace', 28, 30, 29, 31), ('insert', 31, 31, 32, 33), ('replace', 35, 36, 37, 39), ('replace', 38, 39, 41, 42), ('replace', 43, 44, 46, 47)]","[(('lea', 'english-dominant'), 1), (('loo', 'english-dominant'), 1), (('ook', 'english-dominant'), 1), (('oki', 'english-dominant'), 1), (('job', 'neutral'), 1), (('obs', 'english-dominant'), 2), (('the', 'english-dominant'), 1), (('her', 'neutral'), 1), (('ere', 'neutral'), 1), (('wil', 'english-dominant'), 1), (('ill', 'english-dominant'), 1)]"
hein deded to bathe and dress for a vather early,then decided to bathe and dress for a rather early,"[('insert', 0, 0, 0, 1), ('delete', 2, 3, 3, 3), ('insert', 7, 7, 7, 9), ('replace', 36, 37, 38, 39)]","[(('the', 'english-dominant'), 1), (('hen', 'neutral'), 1), (('dec', 'neutral'), 1), (('eci', 'english-dominant'), 1)]"
 fellkd dlass und lockud wer Ahe vim at Was,refilled glass and looked over the rim at his,"[('replace', 0, 1, 0, 2), ('replace', 2, 3, 3, 4), ('replace', 5, 6, 6, 7), ('replace', 8, 9, 9, 10), ('replace', 14, 15, 15, 16), ('replace', 20, 21, 21, 22), ('replace', 22, 23, 23, 24), ('replace', 25, 26, 26, 28), ('replace', 29, 30, 31, 32), ('replace', 33, 34, 35, 36), ('replace', 40, 42, 42, 44)]","[(('ref', 'neutral'), 2), (('efi', 'neutral'), 1), (('fil', 'neutral'), 1), (('ill', 'english-dominant'), 1), (('lle', 'german-dominant'), 1), (('led', 'neutral'), 1), (('loo', 'english-dominant'), 1), (('ook', 'english-dominant'), 2), (('oke', 'english-dominant'), 1), (('ked', 'english-dominant'), 1), (('ver', 'neutral'), 1), (('the', 'english-dominant'), 1)]"
"had been built in the time og the Caesars, but with the","had been built in the time of the Caesars , but with the","[('replace', 28, 29, 28, 29), ('insert', 41, 41, 41, 42)]",[]
Faut and Lbasted tuo shots at the,"taut , and blasted two shots at the","[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 6), ('delete', 9, 10, 11, 11), ('insert', 11, 11, 12, 13), ('replace', 18, 19, 20, 21)]","[(('tau', 'german-dominant'), 1), (('and', 'neutral'), 1)]"
tis not a Matter ofwe greatest imporftence,it is not a matter of the greatest importance,"[('insert', 0, 0, 0, 1), ('insert', 1, 1, 2, 3), ('replace', 10, 11, 12, 13), ('replace', 19, 20, 21, 24), ('delete', 36, 37, 40, 40), ('replace', 38, 39, 41, 42)]","[(('imp', 'neutral'), 1), (('mpo', 'english-dominant'), 2), (('por', 'neutral'), 1), (('ort', 'neutral'), 1)]"
reminded the hartile Gorernment bencher that wan,reminded the hostile Government benches that was,"[('replace', 14, 16, 14, 16), ('replace', 23, 24, 23, 24), ('replace', 38, 39, 38, 39), ('replace', 47, 48, 47, 48)]","[(('hos', 'english-dominant'), 1), (('ost', 'neutral'), 1), (('sti', 'neutral'), 1), (('ove', 'english-dominant'), 1), (('ver', 'neutral'), 1), (('hes', 'english-dominant'), 1), (('was', 'english-dominant'), 1)]"
Burdeft described to Anglesey a year or two,Burdett described to Anglesey a year or two,"[('replace', 5, 6, 5, 6)]","[(('det', 'neutral'), 1), (('ett', 'english-dominant'), 1)]"
of VARiEiU AD irv AafukE. 1 NKt2 wA Tnzi Horpirnz S,"of variety and it 's a change . "" Nigel was the hospital's","[('replace', 3, 6, 3, 6), ('replace', 7, 10, 7, 10), ('replace', 11, 13, 11, 14), ('replace', 15, 17, 16, 17), ('replace', 18, 19, 18, 21), ('replace', 20, 24, 22, 30), ('replace', 26, 27, 32, 33), ('replace', 29, 32, 35, 39), ('replace', 34, 35, 41, 43), ('replace', 36, 40, 44, 47), ('replace', 41, 42, 48, 49), ('replace', 43, 44, 50, 51), ('replace', 46, 51, 53, 58)]","[(('var', 'neutral'), 1), (('ari', 'neutral'), 1), (('rie', 'neutral'), 2), (('iet', 'neutral'), 1), (('ety', 'english-dominant'), 1), (('and', 'neutral'), 1), (('cha', 'neutral'), 1), (('han', 'neutral'), 1), (('ang', 'neutral'), 1), (('nge', 'german-dominant'), 1), (('ige', 'german-dominant'), 1), (('gel', 'german-dominant'), 1), (('was', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('hos', 'english-dominant'), 1), (('osp', 'neutral'), 1), (('spi', 'neutral'), 1)]"
"Peeling, lile ( always get wrhen sone Ming","feeling , like I always get when something","[('replace', 0, 1, 0, 1), ('insert', 7, 7, 7, 8), ('replace', 11, 12, 12, 13), ('replace', 14, 15, 15, 16), ('delete', 28, 29, 29, 29), ('replace', 35, 36, 35, 36), ('replace', 37, 39, 37, 39)]","[(('fee', 'english-dominant'), 1), (('lik', 'neutral'), 1), (('ike', 'neutral'), 1), (('whe', 'english-dominant'), 1), (('som', 'english-dominant'), 1), (('ome', 'english-dominant'), 1), (('met', 'neutral'), 2), (('eth', 'english-dominant'), 1), (('thi', 'english-dominant'), 1), (('hin', 'neutral'), 1)]"
Bert Uin southerly migrahion is mot,But this southerly migration is not,"[('replace', 1, 3, 1, 2), ('replace', 5, 6, 4, 6), ('replace', 7, 8, 7, 8), ('replace', 24, 25, 24, 25), ('replace', 32, 33, 32, 33)]","[(('thi', 'english-dominant'), 1), (('his', 'english-dominant'), 2), (('rat', 'neutral'), 1), (('ati', 'neutral'), 1), (('tio', 'neutral'), 1), (('not', 'english-dominant'), 1)]"
womenf .,a moment ... ',"[('replace', 0, 1, 0, 3), ('replace', 5, 6, 7, 8), ('insert', 8, 8, 10, 14)]","[(('ome', 'english-dominant'), 1), (('men', 'neutral'), 1), (('ent', 'neutral'), 1)]"
"t'sa very gree plach te write in, and heres","It 's a very free place to write in , and there 's","[('insert', 0, 0, 0, 1), ('insert', 1, 1, 2, 3), ('insert', 3, 3, 5, 6), ('replace', 10, 11, 13, 14), ('replace', 19, 20, 22, 23), ('replace', 22, 23, 25, 26), ('insert', 32, 32, 35, 36), ('insert', 38, 38, 42, 43), ('insert', 42, 42, 47, 49)]","[(('ver', 'neutral'), 1), (('ery', 'english-dominant'), 1), (('pla', 'english-dominant'), 1), (('lac', 'english-dominant'), 1), (('ace', 'english-dominant'), 1)]"
"Cities of Europe. One of these was the Neapolitan,","cities of Europe . One of these was the Neapolitan ,","[('replace', 0, 1, 0, 1), ('insert', 16, 16, 16, 17), ('insert', 49, 49, 50, 51)]","[(('cit', 'english-dominant'), 1), (('tan', 'neutral'), 1)]"
"Ahei mision haue been discloned, bul il","their mission have been disclosed , but it","[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 5), ('insert', 7, 7, 8, 9), ('replace', 14, 15, 16, 17), ('replace', 28, 29, 30, 31), ('insert', 31, 31, 33, 34), ('replace', 35, 36, 38, 39), ('replace', 38, 39, 41, 42)]","[(('the', 'english-dominant'), 1), (('eir', 'english-dominant'), 1), (('mis', 'neutral'), 1), (('hav', 'english-dominant'), 1), (('scl', 'english-dominant'), 1), (('clo', 'english-dominant'), 1), (('los', 'neutral'), 1), (('ose', 'english-dominant'), 1), (('sed', 'english-dominant'), 1), (('but', 'english-dominant'), 1)]"
eintearing number ot deiseiplen among,increasing number of disciples among,"[('delete', 0, 1, 0, 0), ('replace', 3, 4, 2, 4), ('replace', 6, 7, 6, 7), ('replace', 19, 20, 19, 20), ('delete', 22, 23, 22, 22), ('replace', 25, 26, 24, 25), ('replace', 30, 31, 29, 30)]","[(('inc', 'english-dominant'), 1), (('ncr', 'english-dominant'), 1), (('cre', 'english-dominant'), 1), (('rea', 'english-dominant'), 1), (('eas', 'english-dominant'), 1), (('asi', 'neutral'), 1), (('sin', 'neutral'), 1), (('dis', 'english-dominant'), 1), (('isc', 'german-dominant'), 1), (('sci', 'english-dominant'), 1), (('cip', 'english-dominant'), 1), (('ipl', 'english-dominant'), 1)]"
"DRAwN AT THE TIME, BECAusE LARGE.","DRAWN AT THE TIME , BECAUSE LARGE-","[('replace', 3, 4, 3, 4), ('insert', 17, 17, 17, 18), ('replace', 23, 25, 24, 26), ('replace', 32, 33, 33, 34)]",[]
Versey family household he nusemzid,Jersey family household the nursemaid,"[('replace', 0, 1, 0, 1), ('insert', 24, 24, 24, 25), ('insert', 29, 29, 30, 31), ('replace', 32, 33, 34, 35)]","[(('nur', 'german-dominant'), 1), (('rse', 'neutral'), 1), (('sem', 'neutral'), 1), (('ema', 'neutral'), 1)]"
hnd bean supplied to pziticular prach-,had been supplied to particular practi-,"[('replace', 1, 2, 1, 2), ('replace', 6, 7, 6, 7), ('replace', 22, 24, 22, 24), ('replace', 36, 37, 36, 38)]","[(('had', 'english-dominant'), 1), (('bee', 'english-dominant'), 1), (('een', 'english-dominant'), 1), (('par', 'neutral'), 1), (('art', 'neutral'), 1), (('rti', 'neutral'), 1), (('act', 'english-dominant'), 1), (('cti', 'english-dominant'), 1)]"
Aon Mad tome Nort of 6 kar Alexe. Ihst,ton had some sort of a scar there . Just,"[('replace', 0, 1, 0, 1), ('replace', 4, 5, 4, 5), ('replace', 8, 9, 8, 9), ('replace', 13, 14, 13, 14), ('replace', 21, 22, 21, 22), ('replace', 23, 24, 23, 25), ('replace', 27, 29, 28, 30), ('replace', 30, 31, 31, 32), ('insert', 32, 32, 33, 34), ('replace', 34, 36, 36, 38)]","[(('ton', 'english-dominant'), 1), (('had', 'english-dominant'), 1), (('som', 'english-dominant'), 1), (('sor', 'neutral'), 1), (('sca', 'english-dominant'), 1), (('the', 'english-dominant'), 2), (('her', 'neutral'), 1), (('ere', 'neutral'), 2)]"
toum centus has helped to bring custm,town centres has helped to bring custom,"[('replace', 2, 4, 2, 4), ('replace', 9, 10, 9, 11), ('insert', 36, 36, 37, 38)]","[(('tow', 'english-dominant'), 1), (('own', 'english-dominant'), 1), (('ntr', 'neutral'), 1), (('tre', 'neutral'), 1), (('res', 'neutral'), 1), (('ust', 'neutral'), 1), (('sto', 'english-dominant'), 1)]"
Die auggertim Mue Ahe nich phukt hef,the suggestion that the rich should help,"[('replace', 0, 2, 0, 2), ('replace', 4, 5, 4, 5), ('replace', 9, 10, 9, 10), ('replace', 12, 13, 12, 14), ('replace', 14, 17, 15, 19), ('replace', 18, 19, 20, 21), ('replace', 22, 23, 24, 25), ('replace', 27, 28, 29, 30), ('insert', 29, 29, 31, 32), ('replace', 30, 32, 33, 35), ('replace', 35, 36, 38, 40)]","[(('the', 'english-dominant'), 2), (('sug', 'english-dominant'), 1), (('ges', 'german-dominant'), 1), (('est', 'neutral'), 1), (('sti', 'neutral'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 1), (('tha', 'english-dominant'), 1), (('hat', 'english-dominant'), 2), (('ich', 'german-dominant'), 1), (('sho', 'english-dominant'), 1), (('hou', 'english-dominant'), 1), (('oul', 'english-dominant'), 1)]"
one word of Englich. While he was writing,one word of English . ' While he was writing,"[('replace', 17, 18, 17, 18), ('insert', 19, 19, 19, 20), ('insert', 20, 20, 21, 23)]","[(('lis', 'neutral'), 1), (('ish', 'english-dominant'), 1)]"
They Hlüink there isn some tling,They think there is something,"[('replace', 5, 8, 5, 7), ('delete', 20, 21, 19, 19), ('delete', 26, 27, 24, 24), ('replace', 28, 29, 25, 26)]","[(('thi', 'english-dominant'), 2), (('hin', 'neutral'), 2), (('ink', 'neutral'), 1), (('som', 'english-dominant'), 1), (('ing', 'english-dominant'), 2)]"
Fo medigenot eyes. I won deterwined that 100.000,"to mediaeval eyes . It was determined that 100,000","[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('replace', 9, 12, 9, 12), ('insert', 17, 17, 17, 18), ('insert', 20, 20, 21, 22), ('replace', 22, 24, 24, 26), ('replace', 30, 31, 32, 33), ('replace', 44, 45, 46, 47)]","[(('dia', 'neutral'), 1), (('iae', 'english-dominant'), 1), (('aev', 'english-dominant'), 2), (('eva', 'neutral'), 1), (('val', 'neutral'), 1), (('was', 'english-dominant'), 1), (('ete', 'neutral'), 1), (('ter', 'neutral'), 1), (('erm', 'neutral'), 1)]"
"The Messusah, wick is nailed an Ale dooposts","The Messusah , which is nailed on the doorposts","[('insert', 12, 12, 12, 13), ('insert', 15, 15, 16, 17), ('replace', 17, 18, 19, 20), ('replace', 29, 30, 31, 32), ('replace', 32, 34, 34, 36), ('insert', 39, 39, 41, 42)]","[(('whi', 'english-dominant'), 1), (('hic', 'english-dominant'), 1), (('ich', 'german-dominant'), 1), (('led', 'neutral'), 1), (('doo', 'english-dominant'), 1)]"
"E SAME MAN wENT TO SEE CA2LyLE, AND,","THE SAME MAN WENT TO SEE CARLYLE , AND ,","[('insert', 0, 0, 0, 2), ('replace', 11, 12, 13, 14), ('replace', 25, 26, 27, 28), ('replace', 27, 28, 29, 30), ('insert', 30, 30, 32, 33), ('insert', 35, 35, 38, 39)]",[]
"at koThen, near Beipzig, anking for aduice. In dang zo he","at Ko""then , near Leipzig , asking for advice . In doing so he","[('replace', 3, 4, 3, 4), ('replace', 5, 6, 5, 7), ('insert', 9, 9, 10, 11), ('replace', 16, 17, 18, 19), ('insert', 23, 23, 25, 26), ('replace', 26, 27, 29, 30), ('replace', 38, 39, 41, 42), ('insert', 42, 42, 45, 46), ('replace', 48, 49, 52, 54), ('replace', 52, 53, 57, 58)]","[(('hen', 'neutral'), 1), (('ear', 'english-dominant'), 1), (('pzi', 'english-dominant'), 1), (('zig', 'english-dominant'), 1), (('dvi', 'english-dominant'), 1), (('vic', 'english-dominant'), 1), (('doi', 'english-dominant'), 1), (('oin', 'english-dominant'), 1)]"
nited State mincipal Nato ally.,"United States' principal Nato ally . ""","[('insert', 0, 0, 0, 1), ('insert', 11, 11, 12, 14), ('replace', 12, 13, 15, 17), ('insert', 30, 30, 34, 35), ('insert', 31, 31, 36, 38)]","[(('ate', 'neutral'), 1), (('tes', 'neutral'), 2), (('all', 'neutral'), 1)]"
Hany men mitn any einmited accomodanon,Many men with only limited accommodation,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10), ('insert', 12, 12, 12, 15), ('replace', 13, 16, 16, 17), ('replace', 18, 19, 19, 20), ('delete', 20, 21, 21, 21), ('insert', 32, 32, 32, 33), ('replace', 35, 36, 36, 38)]","[(('wit', 'english-dominant'), 1), (('ith', 'english-dominant'), 1), (('onl', 'english-dominant'), 1), (('nly', 'english-dominant'), 1), (('lim', 'neutral'), 1), (('imi', 'neutral'), 1), (('omm', 'neutral'), 1), (('mmo', 'english-dominant'), 1), (('oda', 'english-dominant'), 1), (('dat', 'neutral'), 1), (('ati', 'neutral'), 1)]"
The heli- hopping Duke af Edinburgnn,"The heli-hopping Duke of Edinburgh ,","[('delete', 9, 10, 9, 9), ('replace', 23, 24, 22, 23), ('replace', 34, 36, 33, 36)]","[(('hop', 'english-dominant'), 1)]"
aboue all of einemotic sense. Much of it has,above all of cinematic sense . Much of it has,"[('replace', 3, 4, 3, 4), ('replace', 13, 14, 13, 14), ('replace', 18, 19, 18, 19), ('insert', 28, 28, 28, 29)]","[(('bov', 'english-dominant'), 1), (('ove', 'english-dominant'), 1), (('cin', 'english-dominant'), 1), (('ema', 'neutral'), 1), (('mat', 'neutral'), 1), (('ati', 'neutral'), 1)]"
experienced in Commercial,experienced in commercial,"[('replace', 15, 16, 15, 16)]","[(('com', 'english-dominant'), 1)]"
and it is ain adievement - is to mabe rehgiows con-,and it is an achievement - is to make religious con-,"[('delete', 11, 12, 11, 11), ('replace', 15, 16, 14, 16), ('replace', 35, 36, 35, 36), ('replace', 40, 41, 40, 42), ('replace', 44, 45, 45, 46)]","[(('ach', 'german-dominant'), 1), (('chi', 'neutral'), 1), (('hie', 'german-dominant'), 1), (('mak', 'english-dominant'), 1), (('ake', 'english-dominant'), 1), (('rel', 'neutral'), 1), (('eli', 'neutral'), 1), (('lig', 'neutral'), 1), (('gio', 'german-dominant'), 1), (('iou', 'english-dominant'), 1), (('ous', 'english-dominant'), 1)]"
